Wood Buffalo Environmental Association - Continuous Ambient Air Quality Monitoring Program
For authorized use only
AMS27, L1, 5Mn
Exported On:,2022/08/24,11:06
Date Range:,2022/5/23,0:00,to,2022/8/23,23:00

Date/Time, SO2 (ppb), H2S (ppb), NO (ppb), NO2 (ppb), NOx (ppb), Temperature (deg. C), Relative Humidity (%), Wind Speed @ 10m (km/h), Wind Dir @ 10m (deg)
2022-05-25 10:25:00,9.28,0.42,3.73,4.92,8.64,13.67,55,5.58,111.7
2022-05-25 10:30:00,8,0.44,3.86,5.93,9.8,14.49,53,6.14,54.26
2022-05-25 10:35:00,6.05,0.5,3.45,5.22,8.67,14.34,53,8.24,75
2022-05-25 10:40:00,3.81,0.35,2.15,3.91,6.07,13.92,53,10.12,62.55
2022-05-25 10:45:00,2.8,0.37,1.17,3.51,4.68,13.77,54,6.27,40.56
2022-05-25 10:50:00,1.99,0.3,1.04,2.84,3.88,13.73,54,7.56,62.89
2022-05-25 10:55:00,1.34,0.3,1.22,2.14,3.37,14.09,54,7.32,52.33
2022-05-25 11:00:00,1.12,0.31,0.77,1.92,2.69,13.75,54,7.42,81.5
2022-05-25 11:05:00,0.75,0.34,0.47,2.02,2.49,13.65,55,5.81,24.05
2022-05-25 11:10:00,0.47,0.25,0.37,1.93,2.3,13.62,56,5.07,60.57
2022-05-25 11:15:00,0.69,0.28,0.38,1.67,2.05,13.7,56,6.02,66.2
2022-05-25 11:20:00,0.62,0.29,0.76,1.46,2.22,14.02,55,4.87,84.9
2022-05-25 11:25:00,0.63,0.27,1.07,1.36,2.42,14.46,54,5.37,30.12
2022-05-25 11:30:00,0.45,0.33,0.76,1.4,2.16,14.65,54,7.38,35.05
2022-05-25 11:35:00,0.34,0.28,0.26,1.1,1.37,14.47,52,4.99,335.6
2022-05-25 11:40:00,0.53,0.27,-0.19,1.01,0.83,14.3,53,3.63,210.8
2022-05-25 11:45:00,0.35,0.35,-0.31,1.1,0.79,14.03,54,3.8,63.23
2022-05-25 11:50:00,0.17,0.28,0,1.16,1.16,14.33,54,5.54,92.9
2022-05-25 11:55:00,0.2,0.21,0.19,0.83,1.02,14.12,53,6.13,118.6
2022-05-25 12:00:00,0.55,0.15,0.15,0.9,1.05,14.52,51,4.25,197.8
2022-05-25 12:05:00,0.17,0.29,0.02,1.21,1.23,15.06,49,6.41,138.4
2022-05-25 12:10:00,0.93,0.23,0.17,0.93,1.1,15.67,49,7.71,63.69
2022-05-25 12:15:00,1.52,0.3,0.62,1.25,1.86,15.47,48,6.4,27.98
2022-05-25 12:20:00,0.57,0.28,0.63,1.37,2,15.72,49,9.25,66.71
2022-05-25 12:25:00,0.45,0.21,0.29,0.94,1.23,15.31,48,6.01,45.65
2022-05-25 12:30:00,1.42,0.3,0.47,0.99,1.46,15.64,45,6.93,111.8
2022-05-25 12:35:00,1.26,0.26,0.82,1.54,2.36,15.72,44,5.68,269.8
2022-05-25 12:40:00,0.51,0.28,0.96,1.32,2.29,16.31,46,9.15,52.75
2022-05-25 12:45:00,0.02,0.36,0.74,0.86,1.6,15.75,47,6.86,14.76
2022-05-25 12:50:00,0.13,0.28,0.52,0.73,1.25,15.45,47,4.61,49.03
2022-05-25 12:55:00,0.14,0.27,0.24,1.08,1.32,15.25,46,4.86,157.7
2022-05-25 13:00:00,0.39,0.31,0.31,1.19,1.5,15.51,45,4.82,197.2
2022-05-25 13:05:00,0.28,0.3,0.22,1.1,1.32,16.05,44,4.65,182.4
2022-05-25 13:10:00,0.34,0.27,0.08,0.9,0.99,16.43,43,5.79,191
2022-05-25 13:15:00,0.5,0.28,0.21,0.74,0.95,16.74,43,7.69,61.76
2022-05-25 13:20:00,0.49,0.29,0.38,0.85,1.23,16.78,41,11.18,79.17
2022-05-25 13:25:00,0.66,0.33,0.42,1.05,1.47,16.62,43,11.27,72.69
2022-05-25 13:30:00,0.76,0.33,0.53,1.11,1.64,16.27,43,6.01,73.63
2022-05-25 13:35:00,0.62,0.3,0.61,1.61,2.22,16.61,43,7.11,73.84
2022-05-25 13:40:00,0.55,0.31,0.72,0.97,1.68,16.63,41,5.19,91.6
2022-05-25 13:45:00,0.52,0.32,0.5,1.24,1.74,16.47,41,6.33,69.6
2022-05-25 13:50:00,0.62,0.22,0.43,1.35,1.78,16.07,42,7.18,51.18
2022-05-25 13:55:00,0.44,0.14,0.6,1.09,1.69,16.11,41,5.29,65.33
2022-05-25 14:00:00,0.84,0.11,0.68,1.08,1.76,15.91,41,6.27,33.26
2022-05-25 14:05:00,1.22,0.21,0.66,1.47,2.13,15.85,42,4.76,5.82
2022-05-25 14:10:00,1.14,0.16,0.73,1.66,2.39,15.73,41,6.15,2
2022-05-25 14:15:00,0.65,0.07,0.59,1.57,2.16,15.48,43,7.23,358.9
2022-05-25 14:20:00,0.07,0.15,0.4,1.32,1.71,14.89,43,8.01,348.8
2022-05-25 14:25:00,-0.04,0.26,0.22,1.05,1.27,14.33,49,8.97,275.8
2022-05-25 14:30:00,-0.41,0.21,0.07,1.05,1.12,13.77,51,10.04,293.3
2022-05-25 14:35:00,-0.47,0.18,0.31,0.95,1.26,13.54,48,9.87,292
2022-05-25 14:40:00,-0.5,0.1,0.08,0.96,1.04,13.02,54,9.75,258.3
2022-05-25 14:45:00,-0.44,0.19,-0.28,0.88,0.6,12.18,63,5.66,311.9
2022-05-25 14:50:00,-0.54,0.22,-0.4,0.86,0.46,11.82,67,7.11,51.63
2022-05-25 14:55:00,-0.41,0.27,-0.5,0.9,0.4,11.53,70,9.03,60.82
2022-05-25 15:00:00,-0.43,0.26,-0.12,0.81,0.69,12,68,7.03,92.1
2022-05-25 15:05:00,-0.4,0.24,0.27,0.76,1.02,13.42,63,7.91,70.41
2022-05-25 15:10:00,-0.29,0.3,0.46,0.56,1.02,14.27,59,11.53,51.67
2022-05-25 15:15:00,-0.11,0.22,0.53,0.57,1.1,14.53,53,8.01,64.72
2022-05-25 15:20:00,-0.26,0.3,0.5,0.6,1.11,14.86,49,6.63,58.92
2022-05-25 15:25:00,-0.27,0.34,0.49,0.5,0.99,15.53,46,6.01,90.3
2022-05-25 15:30:00,-0.1,0.29,0.33,0.51,0.84,15.92,44,5.54,89.8
2022-05-25 15:35:00,-0.32,0.16,0.29,0.53,0.82,16.17,40,7.76,5.8
2022-05-25 15:40:00,-0.46,0.25,0.28,0.25,0.53,16.19,40,4.37,283.4
2022-05-25 15:45:00,-0.47,0.21,0.28,0.32,0.59,16.52,37,5.64,5.06
2022-05-25 15:50:00,-0.48,0.2,0.21,0.15,0.36,16.84,37,4.07,34.33
2022-05-25 15:55:00,-0.62,0.29,0.16,0.2,0.36,16.73,38,4.14,27.07
2022-05-25 16:00:00,-0.42,0.22,0.22,0.09,0.31,16.93,38,4.88,331.3
2022-05-25 16:05:00,-0.59,0.28,0.29,0.15,0.44,17.22,37,7.3,8.13
2022-05-25 16:10:00,-0.45,0.35,0.33,0.41,0.74,17.22,37,7.45,42.03
2022-05-25 16:15:00,-0.45,0.4,0.67,-0.01,0.67,17.31,37,5.8,344.7
2022-05-25 16:20:00,0.46,0.3,0.72,0.17,0.89,17.5,38,7.02,72.63
2022-05-25 16:25:00,1.43,0.28,0.73,1.15,1.89,17.26,40,12.52,84.8
2022-05-25 16:30:00,0.34,0.29,0.66,1.42,2.08,16.24,43,9.27,89.3
2022-05-25 16:35:00,0.2,0.27,0.43,1.32,1.75,15.75,43,7.14,103.6
2022-05-25 16:40:00,0.26,0.29,0.51,0.96,1.47,15.44,44,5.64,75.39
2022-05-25 16:45:00,0.67,0.2,0.55,0.93,1.48,15.31,46,6.95,97.9
2022-05-25 16:50:00,1.08,0.3,0.43,1.49,1.93,14.98,47,6.25,99.3
2022-05-25 16:55:00,1.09,0.32,0.37,1.61,1.98,14.87,48,4.38,100.5
2022-05-25 17:00:00,0.35,0.46,0.19,1.73,1.92,14.8,48,5.21,141.4
2022-05-25 17:05:00,0.17,0.32,-0.01,1.46,1.45,14.75,48,4.16,138.4
2022-05-25 17:10:00,0.07,0.26,0.04,0.79,0.83,14.66,49,3.83,126.6
2022-05-25 17:15:00,0.08,0.28,0.05,0.86,0.91,14.65,49,4.07,138.6
2022-05-25 17:20:00,-0.25,0.29,0.22,0.84,1.06,14.6,50,3.43,124.3
2022-05-25 17:25:00,-0.18,0.33,0.2,0.9,1.1,14.55,51,4,107.9
2022-05-25 17:30:00,-0.39,0.31,0.28,1,1.29,14.36,51,4.21,141.3
2022-05-25 17:35:00,-0.25,0.37,0.42,0.5,0.92,14.4,52,3.83,141.8
2022-05-25 17:40:00,-0.42,0.36,0.4,0.79,1.18,14.34,52,3.67,121.1
2022-05-25 17:45:00,-0.32,0.35,0.13,0.72,0.85,14.28,53,2.65,128.2
2022-05-25 17:50:00,-0.59,0.31,-0.05,0.74,0.69,14.23,53,1.78,177.9
2022-05-25 17:55:00,-0.49,0.3,0,0.7,0.7,14.12,57,1.13,210.9
2022-05-25 18:00:00,-0.47,0.26,-0.11,0.41,0.31,13.74,59,4.03,286.8
2022-05-25 18:05:00,-0.46,0.28,-0.34,0.48,0.14,13.31,60,6.15,294.2
2022-05-25 18:10:00,-0.55,0.4,-0.06,0.61,0.55,12.88,61,5.17,297.1
2022-05-25 18:15:00,0.05,0.38,0.09,1.33,1.42,12.4,63,4.78,190.5
2022-05-25 18:20:00,-0.06,0.36,0.16,2.87,3.03,12.15,65,7.84,179.9
2022-05-25 18:25:00,-0.46,0.42,0.2,2.11,2.3,11.53,74,4.86,186.7
2022-05-25 18:30:00,-0.6,0.35,0.08,1.43,1.51,11.36,74,5.11,182.6
2022-05-25 18:35:00,-0.62,0.37,0.1,0.9,1,11.19,77,4.53,91.1
2022-05-25 18:40:00,-0.61,0.41,0.09,0.86,0.95,11.03,80,5.36,104.8
2022-05-25 18:45:00,-0.47,0.36,0,0.85,0.84,11.21,78,6.16,152.7
2022-05-25 18:50:00,-0.58,0.3,0.05,0.65,0.7,11.29,79,5,98.5
2022-05-25 18:55:00,-0.43,0.26,0.17,0.76,0.94,11.2,81,6.18,105.3
2022-05-25 19:00:00,-0.8,0.32,0.24,0.72,0.95,11.2,81,7.82,132.9
2022-05-25 19:05:00,-0.74,0.36,0.25,0.26,0.51,11.16,82,6.54,112.9
2022-05-25 19:10:00,-0.63,0.28,0.32,-0.1,0.22,11.01,83,6.38,97.5
2022-05-25 19:15:00,-0.64,0.24,0.15,0.18,0.33,10.97,83,8.22,93
2022-05-25 19:20:00,-0.38,0.48,0.39,0.22,0.61,10.9,83,8.12,99.7
2022-05-25 19:25:00,-0.48,0.63,0.55,0.45,1,10.85,83,7.95,96.4
2022-05-25 19:30:00,-0.71,0.63,0.53,0.12,0.65,10.8,84,7.12,98.2
2022-05-25 19:35:00,-0.59,0.81,0.42,0.07,0.49,10.8,85,6.3,100
2022-05-25 19:40:00,-0.54,0.9,0.19,0.44,0.63,10.81,85,7.09,99.4
2022-05-25 19:45:00,-0.6,1.04,0,0.64,0.64,10.9,84,8.21,94.5
2022-05-25 19:50:00,-0.52,0.99,-0.29,0.55,0.26,10.9,84,7.55,105.1
2022-05-25 19:55:00,-0.58,1.08,-0.43,0.69,0.26,10.89,84,7.27,100.2
2022-05-25 20:00:00,-0.69,0.78,-0.3,0.31,0.01,10.78,84,6.4,99
2022-05-25 20:05:00,-0.59,0.53,-0.19,0.4,0.21,10.7,85,5.54,103.7
2022-05-25 20:10:00,-0.71,0.44,-0.21,0.26,0.05,10.62,86,5.47,114.6
2022-05-25 20:15:00,-0.53,0.32,-0.18,0.15,-0.03,10.54,86,5.67,109.6
2022-05-25 20:20:00,-0.61,0.36,-0.07,0.14,0.07,10.44,86,5.26,118.9
2022-05-25 20:25:00,-0.66,0.3,0.04,0.08,0.11,10.25,86,6.32,109
2022-05-25 20:30:00,-0.7,0.35,-0.14,0.1,-0.04,10.04,86,5.62,107.8
2022-05-25 20:35:00,-0.81,0.3,-0.04,0.05,0.01,9.94,87,3.7,103.1
2022-05-25 20:40:00,-0.6,0.3,0.09,-0.01,0.08,9.85,87,4.09,76.6
2022-05-25 20:45:00,-0.59,0.31,0.03,0.44,0.47,9.81,87,2.35,89
2022-05-25 20:50:00,-0.73,0.51,0.3,0.47,0.77,9.8,86,3.58,72.92
2022-05-25 20:55:00,-0.28,0.69,0.24,0.96,1.2,9.79,86,2.98,17.25
2022-05-25 21:00:00,-0.47,0.52,0.19,0.96,1.15,9.7,87,3.1,55.5
2022-05-25 21:05:00,-0.74,0.44,0.24,0.37,0.61,9.62,88,4.34,92.3
2022-05-25 21:10:00,-0.85,0.48,0.28,0.26,0.53,9.54,88,3.99,62.47
2022-05-25 21:15:00,-0.56,0.39,0.09,0.26,0.35,9.44,88,3.96,41.44
2022-05-25 21:20:00,-0.65,0.36,-0.15,0.53,0.38,9.44,88,3.36,51.05
2022-05-25 21:25:00,-0.61,0.38,-0.25,0.29,0.04,9.37,88,3.92,68.44
2022-05-25 21:30:00,-0.54,0.3,-0.3,0.34,0.03,9.31,88,4.42,40.11
2022-05-25 21:35:00,-0.46,0.27,-0.08,0.62,0.54,9.26,88,4.15,45.11
2022-05-25 21:40:00,-0.42,0.35,0.09,0.81,0.9,9.18,88,4.7,34.89
2022-05-25 21:45:00,-0.56,0.4,0.32,0.83,1.15,9.1,88,4.69,33.9
2022-05-25 21:50:00,-0.73,0.3,0.09,0.74,0.83,9.1,89,5.24,45.83
2022-05-25 21:55:00,-0.39,0.34,0.09,0.47,0.56,9.05,89,4.78,61.69
2022-05-25 22:00:00,-0.57,0.32,0.03,0.45,0.49,9,89,4.45,76.81
2022-05-25 22:05:00,-0.74,0.4,0.06,0.4,0.46,9.01,89,5.74,101.8
2022-05-25 22:10:00,-0.7,0.42,0.1,0.18,0.28,9.1,89,4.99,125.9
2022-05-25 22:15:00,-0.69,0.71,0.49,-0.11,0.38,9.2,89,4.25,102.3
2022-05-25 22:20:00,-0.7,1.1,0.22,0.25,0.47,9.21,88,3.27,95.7
2022-05-25 22:25:00,-0.53,0.9,0.01,0.3,0.31,9.2,87,3.75,110.7
2022-05-25 22:30:00,-0.71,0.86,-0.01,0.21,0.2,9.2,87,4.54,121.8
2022-05-25 22:35:00,-0.64,0.71,0.13,0.2,0.33,9.2,86,3.74,130.8
2022-05-25 22:40:00,-0.51,0.47,0.13,0.25,0.38,9.2,86,3.73,108.1
2022-05-25 22:45:00,-0.65,0.39,-0.02,0.33,0.3,9.16,86,2.57,108.5
2022-05-25 22:50:00,-0.77,0.32,-0.04,0.14,0.11,9.1,86,2.7,149.7
2022-05-25 22:55:00,-0.73,0.26,0.1,0.03,0.14,9.1,85,2.9,150.8
2022-05-25 23:00:00,-0.46,0.3,-0.02,0.49,0.47,9.1,85,2.2,158.8
2022-05-25 23:05:00,-0.73,0.28,-0.1,0.42,0.31,9,85,2.79,148.9
2022-05-25 23:10:00,-0.69,0.15,0.22,0.27,0.49,9.01,85,3.05,164.1
2022-05-25 23:15:00,-0.66,0.19,0.37,0.13,0.5,9.2,83,4.14,166.7
2022-05-25 23:20:00,-0.46,0.21,0.38,0.22,0.6,9.38,82,5.2,171.2
2022-05-25 23:25:00,-0.58,0.25,0.26,0.14,0.4,9.51,81,4.95,176.1
2022-05-25 23:30:00,-0.71,0.16,0.16,0.34,0.5,9.44,81,4.38,179.3
2022-05-25 23:35:00,-0.71,0.2,-0.18,0.35,0.17,9.42,81,3.1,171.7
2022-05-25 23:40:00,-0.69,0.19,-0.23,-0.11,-0.35,9.4,82,3.6,172.9
2022-05-25 23:45:00,-0.78,0.17,-0.15,-0.2,-0.36,9.4,81,3.01,172
2022-05-25 23:50:00,-0.68,0.25,0.1,-0.04,0.05,9.34,82,4.05,108.9
2022-05-25 23:55:00,-0.73,0.3,0.01,0.18,0.19,9.21,83,4.58,103.3
2022-05-26 00:00:00,-0.75,0.24,-0.08,0.06,-0.02,9.07,84,3.49,109.3
2022-05-26 00:05:00,-0.78,0.28,-0.17,-0.01,-0.18,9,85,1.27,156.9
2022-05-26 00:10:00,-0.65,0.3,-0.13,-0.1,-0.23,8.94,85,2.27,83.2
2022-05-26 00:15:00,-0.8,0.33,-0.1,-0.09,-0.18,8.71,85,2.5,46.99
2022-05-26 00:20:00,-0.62,0.37,0.11,-0.12,0,8.4,87,2.23,12.74
2022-05-26 00:25:00,-0.69,0.25,0.12,0.04,0.16,8.23,87,2.53,41.5
2022-05-26 00:30:00,-0.66,0.23,0.51,-0.17,0.34,8.24,88,3.48,88.4
2022-05-26 00:35:00,-0.61,0.29,0.44,-0.15,0.29,8.03,88,3.39,112.8
2022-05-26 00:40:00,-0.66,0.42,0.33,-0.03,0.31,7.79,89,2.99,91.1
2022-05-26 00:45:00,-0.77,0.39,0.25,0.14,0.39,7.61,89,1.98,356.4
2022-05-26 00:50:00,-0.68,0.35,0.06,0.11,0.17,7.6,89,2.25,334.6
2022-05-26 00:55:00,-0.68,0.27,0.07,-0.13,-0.06,7.51,89,0.84,76.55
2022-05-26 01:00:00,-0.77,0.31,-0.01,-0.24,-0.26,7.59,91,3.37,113.8
2022-05-26 01:05:00,-0.56,0.32,Z/S,Z/S,Z/S,7.78,91,3.97,114.9
2022-05-26 01:10:00,-0.54,0.79,Z/S,Z/S,Z/S,7.94,90,3.41,114.9
2022-05-26 01:15:00,-0.54,0.9,Z/S,Z/S,Z/S,8.01,89,4.21,109.7
2022-05-26 01:20:00,-0.77,0.76,Z/S,Z/S,Z/S,8.13,88,4.6,111.5
2022-05-26 01:25:00,-0.66,0.44,Z/S,Z/S,Z/S,8.23,88,5.19,111.5
2022-05-26 01:30:00,-0.67,0.36,Z/S,Z/S,Z/S,8.31,87,4.67,111.2
2022-05-26 01:35:00,-0.84,0.36,Z/S,Z/S,Z/S,8.43,86,4.58,112.1
2022-05-26 01:40:00,-0.64,0.39,Z/S,Z/S,Z/S,8.2,87,3.4,114.9
2022-05-26 01:45:00,-0.75,0.3,Z/S,Z/S,Z/S,7.95,88,3.68,117
2022-05-26 01:50:00,-0.83,0.26,Z/S,Z/S,Z/S,7.83,89,3.72,138.3
2022-05-26 01:55:00,-0.59,0.26,Z/S,Z/S,Z/S,7.9,89,3.48,130.8
2022-05-26 02:00:00,-0.82,0.28,Z/S,Z/S,Z/S,7.91,88,2.13,129.3
2022-05-26 02:05:00,-0.64,0.29,0.1,0.05,0.16,7.83,89,3.01,165.6
2022-05-26 02:10:00,-0.58,0.21,-0.08,0.2,0.11,7.81,88,3.74,170.7
2022-05-26 02:15:00,-0.66,0.29,-0.15,0.26,0.1,7.74,89,4.34,173.2
2022-05-26 02:20:00,-0.63,0.26,-0.04,0.14,0.1,7.68,89,4.48,181.3
2022-05-26 02:25:00,-0.64,0.36,0.17,-0.01,0.17,7.8,89,5,192.3
2022-05-26 02:30:00,-0.72,0.39,0.08,-0.06,0.03,7.81,89,4.28,185.3
2022-05-26 02:35:00,-0.71,0.31,0.05,-0.07,-0.02,7.56,89,4.78,196.6
2022-05-26 02:40:00,-0.64,0.33,0.11,-0.09,0.03,7.44,91,5.39,194.6
2022-05-26 02:45:00,-0.71,0.4,-0.01,-0.04,-0.04,7.52,91,5.83,180.6
2022-05-26 02:50:00,-0.8,0.31,-0.03,0.04,0.01,7.44,91,4.66,194.5
2022-05-26 02:55:00,-0.69,0.28,-0.1,0.02,-0.08,7.32,92,4.52,183.2
2022-05-26 03:00:00,-0.66,0.31,-0.02,0.02,0,7.2,92,2.64,164.5
2022-05-26 03:05:00,Z/S,0.28,0.1,0.27,0.37,7.02,93,2.4,105.3
2022-05-26 03:10:00,Z/S,0.3,0.2,0.08,0.28,6.9,93,3.31,122.5
2022-05-26 03:15:00,Z/S,0.31,0.33,-0.16,0.17,6.68,93,2.04,156.9
2022-05-26 03:20:00,Z/S,0.22,0.11,-0.24,-0.14,6.57,94,2.14,190.6
2022-05-26 03:25:00,Z/S,0.3,0.08,-0.15,-0.07,6.4,94,2.38,168.5
2022-05-26 03:30:00,Z/S,0.24,0.11,-0.2,-0.09,6.31,94,2.19,167.3
2022-05-26 03:35:00,Z/S,0.27,0.17,0.01,0.18,6.16,94,2.51,141.8
2022-05-26 03:40:00,Z/S,0.24,0.34,0.05,0.4,6.07,95,2.79,185.8
2022-05-26 03:45:00,Z/S,0.21,0.35,-0.01,0.34,6.2,95,3.92,204.7
2022-05-26 03:50:00,Z/S,0.21,0.48,0.03,0.51,6.28,95,5.09,234.4
2022-05-26 03:55:00,Z/S,0.27,0.28,-0.05,0.23,6.36,95,3.07,203.1
2022-05-26 04:00:00,Z/S,0.31,0.16,-0.25,-0.09,6.16,94,2.79,191.8
2022-05-26 04:05:00,-0.84,Z/S,0.03,-0.08,-0.05,6.03,94,3.55,190.7
2022-05-26 04:10:00,-0.75,Z/S,0.07,-0.03,0.03,6,94,3.14,187.3
2022-05-26 04:15:00,-0.67,Z/S,0.28,-0.19,0.09,6.04,95,2.48,141.8
2022-05-26 04:20:00,-0.69,Z/S,0.04,-0.14,-0.1,6.22,95,1.91,187.7
2022-05-26 04:25:00,-0.63,Z/S,0.16,-0.12,0.04,6.57,96,4.52,186.5
2022-05-26 04:30:00,-0.69,Z/S,0.01,-0.15,-0.14,6.83,96,4.46,182.8
2022-05-26 04:35:00,-0.88,Z/S,-0.03,-0.01,-0.04,6.97,95,3.96,163.1
2022-05-26 04:40:00,-0.75,Z/S,-0.23,-0.04,-0.28,7.07,94,4.65,171.6
2022-05-26 04:45:00,-0.68,Z/S,0.03,0.01,0.03,7.2,94,5.46,170.2
2022-05-26 04:50:00,-0.62,Z/S,0.24,0.05,0.29,7.24,93,6.19,172.6
2022-05-26 04:55:00,-0.7,Z/S,0.32,0.08,0.4,7.24,93,5.84,182.2
2022-05-26 05:00:00,-0.67,Z/S,0.37,-0.18,0.18,7.25,93,5.94,179.8
2022-05-26 05:05:00,-0.6,0.3,0.84,0.09,0.92,7.27,93,5.58,181.7
2022-05-26 05:10:00,-0.74,0.39,2.34,1.99,4.33,7.28,93,6.14,181.9
2022-05-26 05:15:00,-0.82,0.4,0.56,0.52,1.08,7.3,92,5.85,186.1
2022-05-26 05:20:00,-0.71,0.35,0.08,-0.06,0.02,7.3,92,5.65,191.5
2022-05-26 05:25:00,-0.67,0.34,0,-0.14,-0.13,7.3,92,7.13,192.5
2022-05-26 05:30:00,-0.64,0.38,0.07,-0.08,0,7.3,92,7.46,202.8
2022-05-26 05:35:00,-0.68,0.31,0.34,0.04,0.38,7.3,92,8.38,218.4
2022-05-26 05:40:00,-0.87,0.36,0.34,0,0.34,7.2,92,7.56,201.5
2022-05-26 05:45:00,-0.69,0.31,0.25,0.1,0.35,7.2,93,6.34,200.2
2022-05-26 05:50:00,-0.74,0.33,0.14,0.4,0.54,7.3,93,7.24,211.6
2022-05-26 05:55:00,-0.78,0.31,0.25,0.45,0.7,7.31,92,6.61,207.7
2022-05-26 06:00:00,-0.66,0.34,0.32,0.45,0.77,7.4,92,6.81,224.5
2022-05-26 06:05:00,-0.71,0.31,0.22,0.4,0.62,7.49,92,6.65,219.7
2022-05-26 06:10:00,-0.74,0.32,0.18,0.34,0.51,7.5,92,6.96,215.4
2022-05-26 06:15:00,-0.56,0.4,0.25,0.33,0.57,7.57,92,6.72,226.2
2022-05-26 06:20:00,-0.65,0.43,0.3,0.49,0.79,7.82,92,6.13,228.8
2022-05-26 06:25:00,-0.58,0.5,0.21,0.79,1,7.9,91,6.52,245.7
2022-05-26 06:30:00,-0.51,0.47,0.35,0.77,1.12,8.03,91,4.39,273.3
2022-05-26 06:35:00,-0.64,0.45,0.11,0.9,1.01,8.3,91,3.75,321.9
2022-05-26 06:40:00,-0.55,0.31,0.33,0.84,1.17,8.76,88,4,342.8
2022-05-26 06:45:00,-0.46,0.41,0.42,1.27,1.69,9.05,87,2.86,328.6
2022-05-26 06:50:00,-0.13,0.67,0.6,2.47,3.07,9.08,86,3.93,28.04
2022-05-26 06:55:00,-0.44,0.51,0.43,2.18,2.61,8.92,87,4.07,35.48
2022-05-26 07:00:00,-0.51,0.37,0.66,1.79,2.45,8.8,88,3.97,52.16
2022-05-26 07:05:00,-0.68,0.4,0.77,1.97,2.74,8.7,88,3.67,63.3
2022-05-26 07:10:00,-0.56,0.5,0.71,1.94,2.65,8.85,88,3,61.61
2022-05-26 07:15:00,-0.64,0.45,0.75,1.93,2.68,8.94,88,4.83,238.8
2022-05-26 07:20:00,-0.6,0.4,0.79,1.65,2.44,9.18,89,6.98,274.6
2022-05-26 07:25:00,-0.78,0.34,0.36,1.13,1.5,9,89,8.4,296.6
2022-05-26 07:30:00,-0.68,0.38,0.22,0.98,1.2,8.62,90,6.11,279.6
2022-05-26 07:35:00,-0.6,0.36,0.22,0.81,1.03,8.68,91,6.36,288.7
2022-05-26 07:40:00,-0.53,0.37,0.36,1.27,1.63,8.8,91,7.11,273.8
2022-05-26 07:45:00,-0.2,0.34,0.7,2.19,2.88,8.73,90,5.81,299.4
2022-05-26 07:50:00,-0.34,0.24,1.11,2.21,3.32,8.93,91,7.2,277
2022-05-26 07:55:00,-0.17,0.17,0.49,1.25,1.74,8.87,90,6.74,279.5
2022-05-26 08:00:00,-0.13,0.21,0.51,1.4,1.91,8.76,90,7.3,284.6
2022-05-26 08:05:00,-0.37,0.3,0.74,2.32,3.06,8.54,90,6.27,286.3
2022-05-26 08:10:00,-0.12,0.32,0.61,2.6,3.21,8.34,92,3.87,293.1
2022-05-26 08:15:00,-0.47,0.3,0.43,2.45,2.88,8.19,94,2.91,244.3
2022-05-26 08:20:00,-0.51,0.24,0.23,2.54,2.77,8.05,95,5.2,75.95
2022-05-26 08:25:00,-0.48,0.3,0.66,2.2,2.86,7.89,95,9.11,59.86
2022-05-26 08:30:00,-0.68,0.2,0.56,1.17,1.72,7.89,96,8.89,54.24
2022-05-26 08:35:00,-0.48,0.21,0.2,0.84,1.05,7.87,96,6.12,73.94
2022-05-26 08:40:00,-0.63,0.2,0.11,0.59,0.7,7.94,96,4.43,0.17
2022-05-26 08:45:00,-0.66,0.21,0.23,0.37,0.59,8.18,96,4.95,348.9
2022-05-26 08:50:00,-0.77,0.18,0.23,0.41,0.64,8.85,97,4.63,1.83
2022-05-26 08:55:00,-0.6,0.15,0.11,0.42,0.53,9.62,97,4.83,8.55
2022-05-26 09:00:00,-0.67,0.24,0.08,0.42,0.5,10.08,95,5.83,10.65
2022-05-26 09:05:00,-0.47,0.19,0.25,0.36,0.61,10.41,91,4.66,1.56
2022-05-26 09:10:00,-0.41,0.18,0.65,0.22,0.87,10.33,86,6.12,27.36
2022-05-26 09:15:00,-0.58,0.04,0.66,0.74,1.4,10.8,86,3.25,5.87
2022-05-26 09:20:00,-0.51,0.22,0.64,0.67,1.31,11.37,82,3.21,88.1
2022-05-26 09:25:00,-0.35,0.22,0.6,0.42,1.02,11.6,78,2.58,314
2022-05-26 09:30:00,-0.52,0.23,0.52,0.72,1.24,11.97,77,3.21,277.8
2022-05-26 09:35:00,0.01,0.28,0.67,1.1,1.77,12.67,70,2.03,249.9
2022-05-26 09:40:00,0.05,0.36,0.83,1.97,2.8,12.98,72,4.15,287.8
2022-05-26 09:45:00,0.09,0.32,0.89,1.91,2.8,12.77,70,6.56,248.7
2022-05-26 09:50:00,-0.49,0.28,0.71,1.17,1.88,12.71,69,7.63,272.3
2022-05-26 09:55:00,-0.75,0.23,0.15,0.45,0.6,12.86,67,5.61,262
2022-05-26 10:00:00,-0.79,0.23,0.13,0.23,0.36,13.39,65,5.81,320.2
2022-05-26 10:05:00,-0.68,0.2,-0.02,0.14,0.12,13.11,64,4.67,264.3
2022-05-26 10:10:00,-0.79,0.23,-0.07,0.38,0.31,13.28,66,5.72,263.3
2022-05-26 10:15:00,-0.67,0.19,-0.15,0.39,0.24,13.01,63,6.94,278.5
